Flight_ID,Airline,Aircraft_Type,Aircraft_Age_Years,Flight_Phase,Departure,Arrival,Route_,Flight_Duration,Last_Maintenance_Hrs,Engine_Hours,Pilot_Experience_Hrs,CoPilot_Experience_Hrs,Number_of_Crew,Total_Onboard,Cargo_Weight_Kg,Date,Time_UTC,Season,Visibility_Km,Visibility,Wind_Speed_Kmph,Wind_Direction_Deg,Temperature_C,Precipitation_mm,Weather_Condition,Turbulence,Accident
F20251591762,Alliance Air,Embraer E190,15,Takeoff,IXB,AMD,IXB-AMD,2.64,971,5989,17569,4252,6,279,2021,08/23/2024,06:24,Winter,3.48,2.21,60,347,34.4,4.03,Dust_Storm,Light,1
F20214220089,Air India,Airbus A320,21,Parked,GAU,BBI,GAU-BBI,4.09,1073,12618,14519,12010,3,41,1550,03/06/2025,06:23,Monsoon,3.61,2.52,39,182,43.1,46.09,Thunderstorm,None,0
F20221037559,Akasa Air,Airbus A321,27,Landing,MAA,BOM,MAA-BOM,1.16,1197,1339,13521,2800,11,134,3676,11/19/2023,09:29,Monsoon,6.29,0.94,42,287,14.9,27.09,Rain,Light,0
F20234157975,IndiGo,Boeing 737,3,En_Route,MAA,GOI,MAA-GOI,0.84,627,1341,6914,9127,12,236,7917,09/26/2025,07:46,Monsoon,6.48,4.13,58,257,25.3,10.79,Cloudy,None,1
F20254108240,Star Air,Boeing 737,12,En_Route,AMD,GOI,AMD-GOI,4.39,1451,3938,3993,4799,6,202,7926,07/09/2025,20:11,Winter,8.51,4.52,4,243,26.4,20.36,Clear,Moderate,0
F20227075736,FlyBig,Dornier Do 228,24,Landing,BLR,AMD,BLR-AMD,4.32,609,13774,19944,2680,7,289,2209,11/26/2024,09:51,Winter,2.34,7.45,33,348,47.9,9.22,Clear,None,1
F20238278121,Alliance Air,Airbus A320,12,En_Route,PNQ,IXB,PNQ-IXB,2.53,1579,14447,3676,13845,5,324,8119,12/20/2021,10:56,Monsoon,6.89,6.76,20,339,20.8,37.71,Thunderstorm,Severe,1
F20259543854,Akasa Air,ATR 72,17,Landing,IXB,BLR,IXB-BLR,4.35,1373,19961,5560,4792,12,139,790,12/19/2021,09:28,Summer,5.4,3.25,76,248,45.0,16.18,Cloudy,None,0
F20256924541,FlyBig,Embraer E190,2,Taxi,GOI,MAA,GOI-MAA,4.2,1429,9860,16629,8225,3,150,9860,07/30/2022,21:21,Summer,1.15,9.0,28,293,30.4,20.1,Cloudy,Light,0
F20265865996,FlyBig,Embraer E190,29,Taxi,BBI,DEL,BBI-DEL,3.98,1809,6808,8846,5396,3,307,4787,12/19/2023,18:22,Summer,3.76,9.39,71,283,42.7,43.68,Cloudy,Severe,1
F20251601545,SpiceJet,Airbus A321,20,Landing,BBI,AMD,BBI-AMD,1.92,1602,15376,4989,2413,9,289,9307,01/15/2022,02:44,Monsoon,2.74,0.96,6,299,30.8,39.67,Clear,Light,1
F20228735621,SpiceJet,ATR 72,7,Landing,GOI,MAA,GOI-MAA,3.88,1710,17612,19796,13714,2,108,2562,06/02/2023,14:34,Winter,4.42,2.6,75,203,9.3,37.73,Clear,Light,0
F20234414509,IndiGo,Boeing 737,12,En_Route,CCU,DEL,CCU-DEL,2.62,778,13219,12583,2403,12,309,5139,02/09/2025,07:51,Summer,6.58,4.52,28,160,14.4,37.17,Clear,None,1
F20218606819,FlyBig,Airbus A320,24,Taxi,ATQ,PNQ,ATQ-PNQ,4.26,1416,7796,20560,14858,3,11,5684,06/30/2023,07:19,Winter,1.83,8.91,40,18,17.1,49.08,Dust_Storm,None,0
F20217364612,Akasa Air,ATR 72,23,Taxi,BLR,MAA,BLR-MAA,1.15,895,11846,7619,9032,7,197,5427,09/17/2023,22:30,Monsoon,9.71,7.95,75,334,17.6,20.97,Rain,Severe,0
F20234248025,Air India,Dornier Do 228,21,Taxi,BOM,HYD,BOM-HYD,1.68,287,6655,8675,9816,3,12,1284,09/29/2021,02:12,Summer,7.22,7.08,10,57,21.2,24.34,Cloudy,Moderate,0
F20206636210,SpiceJet,ATR 72,17,Takeoff,GAU,BOM,GAU-BOM,0.62,1198,13191,23403,12435,6,18,7739,02/24/2021,02:21,Monsoon,9.61,7.8,34,254,23.8,36.37,Thunderstorm,Moderate,0
F20255054623,SpiceJet,ATR 72,16,Taxi,PNQ,ATQ,PNQ-ATQ,2.11,259,16545,8504,11172,11,128,3890,10/13/2021,08:24,Summer,5.44,3.83,44,283,12.1,5.55,Clear,Light,0
F20265544689,FlyBig,Airbus A321,15,Takeoff,HYD,ATQ,HYD-ATQ,2.85,1734,5340,11387,6656,9,245,4630,11/23/2021,19:20,Monsoon,2.91,7.74,7,53,42.5,44.58,Rain,Light,1
F20246657098,FlyBig,ATR 72,1,Landing,ATQ,BLR,ATQ-BLR,2.62,398,11884,6549,8877,11,284,3195,12/18/2024,17:11,Monsoon,5.74,5.16,32,41,5.2,41.89,Clear,None,1
F20252177648,Star Air,Boeing 737,4,Landing,HYD,GAU,HYD-GAU,1.31,1682,1397,16823,9354,3,44,2161,06/23/2022,04:47,Monsoon,7.2,3.18,1,318,19.5,41.6,Thunderstorm,Moderate,0
F20244103504,Air India,Airbus A321,21,Landing,GAU,PNQ,GAU-PNQ,1.51,1421,11162,22792,3354,5,285,1760,12/30/2024,23:59,Summer,9.15,2.36,68,295,41.6,24.1,Clear,Severe,1
F20204514166,Vistara,ATR 72,21,Landing,ATQ,BLR,ATQ-BLR,1.06,1415,13361,2443,4897,9,68,2143,11/13/2022,06:04,Monsoon,8.86,4.11,59,187,43.5,20.98,Cloudy,Light,0
F20226155184,Vistara,ATR 72,1,Landing,ATQ,BBI,ATQ-BBI,1.08,520,4455,21741,9571,13,272,7509,10/18/2024,06:02,Winter,8.24,9.81,60,322,6.3,19.48,Dust_Storm,None,1
F20264064988,Vistara,Boeing 737,4,Parked,GOI,PNQ,GOI-PNQ,3.22,794,5532,23767,10033,9,238,8348,06/30/2022,08:23,Winter,8.7,9.94,78,71,28.8,44.2,Thunderstorm,Severe,1
F20263609046,Air India,Airbus A321,10,Taxi,DEL,BLR,DEL-BLR,4.55,1841,4837,11386,10148,8,125,8763,07/27/2023,01:35,Summer,2.47,3.96,0,46,7.2,4.2,Clear,Light,0
F20226251880,Star Air,Boeing 787,20,En_Route,AMD,ATQ,AMD-ATQ,2.02,1658,11811,15456,11325,8,175,3856,01/04/2026,01:16,Winter,3.81,2.77,45,4,23.6,49.78,Dust_Storm,Moderate,0
F20251055454,IndiGo,Boeing 787,13,Taxi,PNQ,ATQ,PNQ-ATQ,3.56,1059,17561,604,10726,13,253,529,04/18/2020,05:17,Summer,4.37,9.99,54,307,5.4,3.52,Clear,Severe,1
F20229585051,Star Air,Embraer E190,8,Landing,BLR,IXB,BLR-IXB,0.66,1461,11997,10531,4538,13,92,298,03/22/2020,16:07,Summer,8.52,5.58,51,259,22.2,43.87,Dust_Storm,None,0
F20213850086,Akasa Air,Dornier Do 228,24,En_Route,BBI,ATQ,BBI-ATQ,1.47,375,11881,2411,6607,5,40,6892,03/28/2022,13:41,Summer,2.3,3.52,65,325,33.0,30.9,Clear,Moderate,0
F20256327218,FlyBig,Boeing 787,8,Takeoff,GOI,HYD,GOI-HYD,0.9,1204,1732,6409,836,4,76,9133,03/31/2020,13:16,Winter,3.21,7.01,6,203,31.1,11.33,Thunderstorm,Light,0
F20263519313,Vistara,ATR 72,11,En_Route,CCU,BOM,CCU-BOM,0.61,1083,16421,20712,10412,2,311,4112,04/22/2025,17:29,Summer,7.34,7.66,70,308,43.6,5.32,Dust_Storm,Light,1
F20253079197,FlyBig,Dornier Do 228,15,Landing,IXB,BOM,IXB-BOM,1.16,343,1586,1113,3816,4,281,5115,06/29/2025,08:08,Summer,0.67,6.23,7,161,6.9,9.29,Dust_Storm,Severe,1
F20201306838,Alliance Air,Dornier Do 228,24,Taxi,BBI,AMD,BBI-AMD,4.31,1688,8268,7949,6686,2,202,1774,06/22/2020,21:04,Monsoon,7.24,3.88,66,105,35.8,39.06,Rain,None,0
F20217972894,Akasa Air,Airbus A320,3,Parked,GAU,AMD,GAU-AMD,2.95,1615,5338,20326,11107,8,194,3790,12/12/2024,00:41,Summer,5.36,8.79,22,339,19.0,0.88,Rain,None,0
F20223655886,Akasa Air,Embraer E190,25,Takeoff,GAU,DEL,GAU-DEL,1.65,1304,13572,13315,1290,9,122,7375,05/02/2021,19:19,Winter,3.94,1.17,36,136,26.9,33.1,Thunderstorm,Light,0
F20253185762,Vistara,Dornier Do 228,9,Takeoff,AMD,GOI,AMD-GOI,4.93,1281,15431,15715,9209,5,343,4897,07/21/2020,13:14,Monsoon,5.52,5.7,34,343,34.6,21.28,Thunderstorm,Light,1
F20224864243,SpiceJet,Airbus A320,12,Taxi,CCU,HYD,CCU-HYD,1.4,1014,1287,10043,5553,2,68,737,06/08/2023,15:16,Monsoon,8.83,3.67,72,235,16.3,39.97,Dust_Storm,Moderate,0
F20251241629,SpiceJet,Boeing 787,18,Taxi,BLR,DEL,BLR-DEL,4.75,686,13437,24895,2410,2,138,5332,06/12/2022,01:33,Monsoon,9.69,2.59,52,71,19.5,19.91,Thunderstorm,None,0
F20232335187,IndiGo,Airbus A321,11,Landing,GOI,DEL,GOI-GOI,4.68,1856,15223,19794,7729,4,265,8985,10/15/2023,13:07,Summer,7.7,9.71,24,85,29.5,32.2,Dust_Storm,Light,1
F20255691543,Akasa Air,ATR 72,9,Taxi,BBI,PNQ,BBI-PNQ,2.34,1364,9656,24358,2520,7,267,6637,12/06/2022,22:05,Summer,1.65,6.16,2,118,43.1,33.58,Cloudy,Severe,1
F20235978736,IndiGo,Airbus A321,21,Taxi,CCU,BOM,CCU-BOM,4.68,1479,11149,5752,6310,6,31,1198,04/12/2022,16:20,Winter,4.03,4.12,43,195,30.6,15.32,Rain,Moderate,0
F20255786518,Star Air,Airbus A320,3,Parked,AMD,GOI,AMD-GOI,4.21,267,19581,24139,3890,9,219,5322,04/06/2024,20:41,Winter,8.71,9.93,10,158,31.3,32.95,Dust_Storm,Severe,0
F20207515559,FlyBig,Airbus A320,4,Taxi,MAA,AMD,MAA-AMD,1.39,1243,19313,21363,4191,3,252,7022,06/21/2023,14:20,Summer,0.72,8.17,77,161,10.7,46.99,Dust_Storm,None,1
F20239372124,IndiGo,Dornier Do 228,12,Landing,HYD,PNQ,HYD-PNQ,4.72,543,8100,13253,6303,2,232,2111,05/05/2024,11:49,Summer,7.44,4.28,41,220,13.8,6.02,Cloudy,None,1
F20203883064,FlyBig,Dornier Do 228,6,Takeoff,BOM,AMD,BOM-AMD,3.59,1072,4237,3389,5805,10,205,4505,11/09/2024,17:28,Summer,8.47,2.08,23,248,10.8,13.52,Cloudy,Severe,0
F20218258509,Akasa Air,Airbus A320,22,Landing,GAU,PNQ,GAU-PNQ,3.17,1745,8494,17601,7383,10,314,143,03/18/2026,16:05,Monsoon,4.53,8.07,68,282,47.0,7.28,Dust_Storm,Light,1
F20217965940,Alliance Air,Embraer E190,12,Landing,GAU,AMD,GAU-AMD,3.39,1167,4080,4933,7977,6,239,2348,03/18/2022,09:53,Winter,0.35,1.63,9,77,22.5,22.34,Cloudy,Moderate,1
F20251632418,SpiceJet,ATR 72,16,En_Route,GOI,AMD,GOI-AMD,0.81,1877,4770,14568,12490,10,305,9760,11/18/2024,20:05,Monsoon,5.23,5.46,79,236,16.0,38.89,Thunderstorm,None,1
F20211639097,Star Air,Boeing 737,27,Landing,GOI,DEL,GOI-DEL,2.54,1881,14653,8054,9827,5,189,9474,05/27/2025,04:33,Winter,7.16,9.71,53,27,12.5,15.79,Cloudy,Light,0
F20243124352,SpiceJet,Airbus A320,11,Takeoff,MAA,GAU,MAA-GAU,0.61,420,5249,22085,4202,3,178,9987,01/05/2025,15:24,Winter,3.32,1.59,1,225,7.2,1.73,Cloudy,Light,0
F20221571883,Alliance Air,Boeing 737,16,Taxi,MAA,ATQ,MAA-ATQ,4.52,962,7567,9852,9841,2,274,4633,06/10/2022,06:44,Winter,8.13,9.15,17,259,18.0,0.83,Thunderstorm,Severe,1
F20205019804,Air India,Boeing 787,3,Parked,BBI,DEL,BBI-BBI,3.17,329,12686,4429,6378,5,13,5977,05/18/2024,16:56,Winter,0.27,6.4,16,259,41.3,25.65,Clear,Severe,0
F20207561165,Air India,ATR 72,10,Parked,GOI,ATQ,GOI-ATQ,3.51,1451,14839,7246,13563,2,28,5275,03/30/2025,06:20,Monsoon,8.23,7.15,39,251,12.2,2.98,Thunderstorm,Moderate,0
F20256477995,SpiceJet,ATR 72,3,Landing,PNQ,ATQ,PNQ-ATQ,2.05,1701,15483,3002,1377,3,31,6654,01/10/2023,07:43,Winter,7.93,4.32,63,104,24.6,25.33,Dust_Storm,None,0
F20212828204,Air India,Embraer E190,9,Parked,BOM,AMD,BOM-AMD,1.11,192,18371,17117,12966,12,119,1043,05/31/2023,04:48,Winter,2.99,0.12,4,289,15.6,25.63,Clear,Light,0
F20238739003,Star Air,Embraer E190,29,Taxi,GOI,BLR,GOI-BLR,2.39,895,15115,22636,5178,10,344,1519,12/05/2024,16:03,Winter,4.73,2.77,70,29,5.0,32.1,Dust_Storm,Light,1
F20236501158,Akasa Air,Airbus A321,2,Landing,CCU,BBI,CCU-BBI,4.92,1219,19458,14636,4833,6,323,217,03/29/2021,00:17,Winter,4.01,3.53,63,144,28.3,13.52,Thunderstorm,Moderate,1
F20205908035,Vistara,Dornier Do 228,19,Parked,MAA,GAU,MAA-GAU,1.14,550,7978,22143,4562,7,228,8257,09/15/2021,22:05,Summer,0.68,2.38,0,205,7.9,41.87,Clear,Moderate,1
F20239497135,Vistara,Dornier Do 228,4,En_Route,BOM,GAU,BOM-GAU,3.27,1520,6659,4637,6940,6,38,375,11/03/2022,08:34,Winter,9.4,5.39,1,29,44.7,44.8,Dust_Storm,Light,0
F20238917890,IndiGo,Embraer E190,16,En_Route,ATQ,DEL,ATQ-ATQ,2.85,1039,17842,9265,2448,8,146,968,11/13/2021,10:09,Summer,7.86,6.78,76,10,7.2,32.69,Dust_Storm,Moderate,0
F20264871378,IndiGo,Boeing 737,5,Parked,HYD,GAU,HYD-GAU,2.45,1518,12721,24944,12309,6,297,8639,09/03/2023,19:08,Summer,1.69,5.41,1,153,7.3,31.07,Clear,None,1
F20212941569,SpiceJet,ATR 72,20,Taxi,GOI,IXB,GOI-IXB,2.52,1249,3639,7708,2282,7,33,1669,03/15/2024,16:21,Winter,6.39,3.29,72,163,43.6,25.08,Thunderstorm,Moderate,0
F20209182670,IndiGo,Boeing 787,10,Parked,GOI,MAA,GOI-MAA,2.35,1415,17752,23779,9231,4,82,6852,10/12/2021,04:32,Summer,1.03,4.75,68,207,32.0,24.93,Thunderstorm,Moderate,0
F20202992181,Air India,Dornier Do 228,3,Landing,HYD,CCU,HYD-CCU,1.08,684,5358,10859,10914,7,256,6676,09/12/2023,10:24,Summer,8.7,5.95,23,302,27.5,4.2,Rain,Severe,1
F20233178329,FlyBig,Embraer E190,17,Parked,BLR,DEL,BLR-BLR,4.31,1108,17733,7933,6843,6,279,4050,02/01/2024,21:07,Summer,5.03,2.62,78,83,43.7,29.02,Rain,Light,1
F20236261404,Air India,Boeing 737,2,Parked,ATQ,DEL,ATQ-DEL,4.54,974,13980,10426,14978,10,202,165,11/09/2025,06:36,Winter,8.54,8.27,11,340,23.5,14.64,Clear,Light,0
F20256625800,FlyBig,Boeing 737,24,Taxi,GAU,CCU,GAU-CCU,3.26,754,4885,14634,3034,6,335,7785,01/04/2026,05:26,Monsoon,0.52,0.87,9,293,18.3,12.74,Clear,Severe,1
F20243632874,Akasa Air,Embraer E190,22,Landing,DEL,AMD,DEL-AMD,3.17,570,17281,4283,5768,5,302,1795,10/11/2025,13:11,Summer,8.04,4.21,10,39,29.9,27.38,Rain,Light,1
F20265177677,Alliance Air,Dornier Do 228,14,Landing,BBI,PNQ,BBI-PNQ,3.17,1258,12228,22951,7821,5,10,5291,12/12/2024,05:57,Winter,8.51,0.55,71,348,21.9,42.63,Cloudy,Light,0
F20252440133,Star Air,Boeing 787,2,Landing,BBI,GOI,BBI-GOI,0.98,1348,17669,10957,5696,11,189,8893,01/09/2020,07:59,Summer,2.98,2.32,15,22,6.1,32.0,Thunderstorm,Light,0
F20221378319,Vistara,Boeing 787,15,Takeoff,BLR,CCU,BLR-CCU,0.51,802,13372,19703,9701,2,273,5339,03/24/2026,08:45,Winter,1.78,7.93,72,94,5.5,42.0,Dust_Storm,Moderate,1
F20238781344,FlyBig,Airbus A320,20,Takeoff,BLR,CCU,BLR-CCU,2.45,1312,15579,6708,6617,3,227,5183,12/12/2024,17:33,Winter,6.42,7.37,45,25,42.4,30.95,Cloudy,Severe,1
F20239867355,FlyBig,Boeing 787,15,Parked,BLR,BOM,BLR-BOM,4.48,1640,11015,6489,3163,13,314,6159,08/27/2022,23:49,Monsoon,6.83,8.28,46,320,15.0,32.52,Dust_Storm,None,1
F20224662875,SpiceJet,Dornier Do 228,25,Takeoff,BBI,CCU,BBI-CCU,3.08,963,12726,20424,3044,5,224,3758,08/04/2025,08:24,Winter,3.38,9.73,79,349,11.2,26.7,Cloudy,Light,1
F20264454521,IndiGo,Boeing 787,25,Takeoff,PNQ,BOM,PNQ-BOM,3.7,591,1929,22576,2304,12,80,8056,03/02/2026,17:03,Winter,6.48,2.6,63,146,8.8,16.04,Clear,Moderate,0
F20244102047,Alliance Air,Boeing 737,7,En_Route,CCU,IXB,CCU-IXB,4.47,1771,4197,10272,9985,4,141,5211,11/06/2021,12:24,Winter,5.57,3.7,45,5,19.1,25.0,Clear,Light,0
F20237289346,IndiGo,Airbus A321,26,En_Route,PNQ,DEL,PNQ-PNQ,3.01,557,6795,9395,11092,8,317,2589,10/25/2022,10:54,Summer,9.56,0.99,33,16,28.5,33.61,Dust_Storm,Moderate,1
F20266079754,FlyBig,Embraer E190,8,Parked,GOI,BBI,GOI-BBI,4.56,784,9744,15633,6853,8,99,7258,04/05/2024,21:09,Summer,0.28,1.72,10,102,37.4,40.03,Rain,Light,0
F20218671290,Vistara,Embraer E190,17,En_Route,AMD,MAA,AMD-MAA,1.81,1980,19462,8461,12294,13,236,7072,01/02/2023,08:06,Monsoon,5.44,3.31,72,242,44.7,23.3,Dust_Storm,None,1
F20222785772,Alliance Air,Boeing 737,6,Landing,AMD,MAA,AMD-MAA,3.26,943,7430,3572,6961,2,220,9162,07/02/2025,22:33,Monsoon,6.58,9.79,34,85,16.2,4.42,Thunderstorm,Moderate,0
F20269019216,SpiceJet,Boeing 787,6,Parked,ATQ,AMD,ATQ-AMD,2.46,1584,13374,20618,12933,2,330,6328,01/27/2021,17:45,Winter,6.18,6.21,4,142,47.6,48.1,Rain,Severe,1
F20252942029,FlyBig,Airbus A321,11,Takeoff,BOM,BBI,BOM-BBI,2.97,1675,18524,14845,10650,10,196,2482,04/05/2025,10:37,Monsoon,6.79,2.77,67,307,42.0,27.06,Cloudy,None,0
F20222349764,Akasa Air,Boeing 787,16,Takeoff,DEL,ATQ,DEL-ATQ,0.91,551,9755,5208,7488,4,312,1280,11/12/2024,12:22,Summer,6.6,2.57,67,41,40.6,21.17,Cloudy,Severe,1
F20228307722,Akasa Air,Dornier Do 228,26,Taxi,AMD,IXB,AMD-IXB,2.95,949,14182,23414,1001,13,168,9626,08/19/2024,04:04,Monsoon,6.13,1.89,37,350,46.6,48.39,Rain,Moderate,0
F20219736584,IndiGo,Airbus A320,24,En_Route,BLR,GAU,BLR-GAU,3.44,587,12706,8619,5634,4,303,706,05/28/2022,23:42,Monsoon,7.89,7.61,11,79,36.7,47.38,Rain,Light,1
F20228522073,Air India,Airbus A321,3,Takeoff,BBI,HYD,BBI-HYD,3.57,149,7820,6404,4013,7,208,4503,04/28/2025,04:35,Winter,5.46,5.05,63,340,30.4,32.34,Dust_Storm,None,0
F20214878228,Vistara,Dornier Do 228,25,Parked,IXB,ATQ,IXB-ATQ,4.54,1246,3447,13527,9284,5,187,4975,09/04/2023,06:52,Monsoon,7.31,4.02,20,15,21.3,34.45,Dust_Storm,Severe,0
F20254505353,Air India,Embraer E190,8,En_Route,BLR,DEL,BLR-DEL,1.21,211,7192,9771,14168,9,207,8757,06/21/2021,23:26,Monsoon,2.53,7.4,25,175,24.0,18.82,Thunderstorm,Moderate,0
F20219522951,Akasa Air,Boeing 787,6,Landing,AMD,BBI,AMD-BBI,4.8,405,14469,4354,5172,4,132,5446,02/06/2022,07:51,Winter,8.25,2.98,9,202,24.9,20.54,Rain,Moderate,0
F20232092601,SpiceJet,Boeing 737,10,Taxi,MAA,CCU,MAA-CCU,1.89,1898,7320,24716,14102,5,303,1397,04/03/2024,14:34,Summer,5.15,7.98,73,120,31.6,14.3,Cloudy,Light,1
F20213514868,Vistara,Boeing 737,24,Parked,ATQ,BBI,ATQ-BBI,4.48,1571,3625,24475,4300,12,86,1731,02/17/2025,00:15,Monsoon,4.95,2.94,36,170,46.2,3.36,Cloudy,Light,0
F20251134731,Alliance Air,ATR 72,7,Landing,CCU,BBI,CCU-BBI,1.9,1659,15801,16347,2960,10,40,4517,07/26/2023,00:46,Summer,2.95,8.05,2,312,5.1,3.99,Clear,None,0
F20245869017,Vistara,ATR 72,20,Landing,ATQ,BBI,ATQ-BBI,2.28,1556,3431,12833,12747,7,318,4849,09/08/2024,05:33,Summer,2.34,6.35,9,217,14.6,22.97,Rain,Light,1
F20259229909,Alliance Air,Boeing 737,27,Taxi,HYD,IXB,HYD-IXB,3.0,1369,4177,21828,14236,2,264,8077,10/07/2022,11:59,Monsoon,1.83,7.78,24,28,18.7,47.05,Cloudy,Light,1
F20217378462,Vistara,Airbus A321,27,En_Route,AMD,DEL,AMD-AMD,2.67,1176,16451,757,9640,10,228,6014,04/02/2024,00:36,Winter,4.29,2.77,71,137,44.7,26.79,Cloudy,Light,1
F20201548967,SpiceJet,ATR 72,21,Taxi,DEL,DEL,DEL-DEL,3.11,781,15966,1462,1262,7,183,3743,04/14/2024,01:24,Summer,6.41,8.16,35,326,44.0,20.23,Dust_Storm,None,0
F20245913770,FlyBig,Airbus A320,7,En_Route,BOM,MAA,BOM-MAA,3.67,589,3250,12438,4597,5,314,4617,05/24/2024,11:01,Summer,5.22,3.12,11,258,22.7,33.93,Thunderstorm,None,1
F20249678000,SpiceJet,Airbus A321,26,Landing,PNQ,HYD,PNQ-HYD,2.38,1060,18607,20632,3338,5,163,5587,01/05/2026,02:12,Monsoon,7.96,7.49,53,208,14.0,43.46,Dust_Storm,Moderate,0
F20264437539,IndiGo,Boeing 787,22,Taxi,BBI,DEL,BBI-BBI,1.04,1917,1719,4441,12207,2,109,8073,07/29/2023,17:29,Summer,5.98,9.82,19,16,41.0,0.25,Dust_Storm,Light,0
F20238099225,IndiGo,Embraer E190,14,Takeoff,GOI,AMD,GOI-AMD,4.17,835,4660,15747,4448,4,328,8836,08/02/2021,06:07,Monsoon,5.3,8.87,75,154,8.6,13.84,Clear,Moderate,1
F20265152835,SpiceJet,Dornier Do 228,24,Parked,BOM,HYD,BOM-HYD,2.25,1549,9835,15911,4477,7,322,2710,05/21/2023,20:04,Summer,0.23,3.5,46,108,15.4,2.65,Cloudy,Severe,1
F20238798816,IndiGo,Airbus A320,11,Parked,GOI,ATQ,GOI-ATQ,0.95,1526,14294,13548,6577,6,78,9619,01/01/2022,10:00,Summer,1.24,5.32,33,2,18.0,42.72,Rain,Light,0
F20203063651,SpiceJet,Dornier Do 228,7,En_Route,PNQ,AMD,PNQ-AMD,3.69,1038,5802,9485,10295,4,325,5897,03/05/2021,07:09,Monsoon,2.33,7.65,30,308,16.3,21.83,Clear,Severe,1
F20208164979,Air India,ATR 72,5,Takeoff,BLR,DEL,BLR-DEL,3.17,1476,5959,23227,7624,6,74,701,01/25/2023,04:46,Winter,5.24,4.28,9,134,17.3,22.9,Dust_Storm,Light,0
F20264785444,Vistara,Boeing 787,1,Parked,BOM,DEL,BOM-DEL,2.6,514,2046,637,1656,2,305,673,01/02/2020,08:16,Monsoon,9.57,7.48,21,3,47.2,25.97,Thunderstorm,Moderate,1
F20208079381,Vistara,Airbus A321,6,Landing,CCU,BLR,CCU-BLR,3.58,1016,1899,3743,13610,11,140,3874,11/20/2024,19:35,Summer,0.93,9.13,8,57,10.3,36.23,Cloudy,Severe,0
F20201792642,SpiceJet,Dornier Do 228,6,Takeoff,PNQ,DEL,PNQ-DEL,2.7,1245,5587,11324,5388,2,315,8437,01/19/2024,04:29,Winter,2.65,9.51,42,237,33.6,45.78,Clear,None,1
F20201244168,Vistara,Airbus A321,14,Parked,GOI,BBI,GOI-BBI,4.92,1485,11643,13276,13068,6,334,9158,05/13/2024,23:49,Summer,8.04,2.4,34,301,21.5,29.98,Thunderstorm,None,1
F20201269218,Air India,ATR 72,29,En_Route,BLR,DEL,BLR-DEL,3.9,964,18705,12505,10567,7,62,5553,04/02/2025,13:28,Winter,1.97,1.74,47,132,39.3,42.58,Thunderstorm,Moderate,0
F20255328106,Akasa Air,Embraer E190,28,Landing,BBI,GOI,BBI-GOI,4.01,1386,14373,11207,7421,11,192,2147,02/05/2023,12:26,Monsoon,3.55,2.61,1,235,14.5,8.16,Thunderstorm,None,0
F20264718169,Air India,Airbus A320,4,Parked,HYD,IXB,HYD-IXB,3.7,162,2662,2459,2992,3,305,822,07/11/2022,20:35,Monsoon,6.96,8.99,62,52,17.8,19.64,Rain,None,1
F20263674519,IndiGo,Embraer E190,18,En_Route,BOM,CCU,BOM-CCU,4.78,988,18197,2981,1395,3,228,5924,10/01/2021,00:39,Winter,8.11,0.39,0,131,37.2,4.56,Cloudy,Severe,1
F20208313490,IndiGo,Boeing 787,3,Parked,BLR,IXB,BLR-IXB,4.63,851,8453,14916,5521,6,231,8320,10/16/2021,23:18,Summer,3.63,9.16,7,45,34.8,4.32,Rain,None,1
F20206271621,Star Air,Airbus A321,25,Landing,HYD,BLR,HYD-BLR,1.71,346,4744,8611,6378,8,66,9116,01/10/2022,22:58,Winter,9.27,5.6,8,316,11.5,40.44,Rain,None,0
F20202870583,SpiceJet,ATR 72,5,Takeoff,GAU,DEL,GAU-GAU,1.56,1471,18038,19187,4031,10,135,7051,08/20/2022,13:38,Winter,8.9,3.21,19,342,22.1,8.96,Cloudy,Light,0
F20244070735,Vistara,Boeing 737,15,Takeoff,GAU,HYD,GAU-HYD,1.7,1646,12927,19955,2618,8,245,4255,01/11/2022,17:40,Winter,3.21,4.53,67,351,10.1,30.46,Clear,Severe,1
F20249469687,IndiGo,ATR 72,28,Landing,CCU,BBI,CCU-BBI,3.72,690,1902,21560,2481,3,272,4092,05/25/2020,14:07,Summer,5.33,8.08,26,198,7.0,10.98,Thunderstorm,Light,1
F20222416612,Air India,Airbus A321,2,En_Route,BLR,BOM,BLR-BOM,4.1,443,9197,18608,10672,5,270,3944,11/13/2024,07:57,Summer,6.84,1.68,27,173,47.8,22.6,Rain,Severe,1
F20222896301,Air India,Embraer E190,23,Taxi,MAA,ATQ,MAA-ATQ,0.67,1146,17564,6961,14910,12,101,6794,09/11/2021,07:59,Winter,8.66,9.53,63,289,42.6,12.67,Dust_Storm,Light,0
F20242072535,SpiceJet,Airbus A320,16,Parked,MAA,BLR,MAA-BLR,4.68,1091,8206,12271,4242,8,137,7395,07/14/2021,12:37,Monsoon,9.91,8.24,76,159,43.3,26.49,Clear,Light,0
F20217964411,Air India,Airbus A321,16,Landing,DEL,BBI,DEL-BBI,2.79,254,9263,22459,6185,12,263,7289,10/01/2023,07:57,Summer,7.76,3.97,21,323,27.4,32.71,Dust_Storm,Severe,1
F20206135803,Alliance Air,Boeing 737,2,Takeoff,DEL,AMD,DEL-AMD,2.52,226,8660,21773,11482,10,180,6131,10/19/2020,03:47,Monsoon,6.93,0.97,49,326,24.5,30.5,Rain,Light,0
